sport,category_id,activity_id,manufacturer_id,manufacturer_name,seller_id,seller_name,brand_name,bar_code_13,internal_ref_id,manufacturer_product_id,product_name,description,Unitweight,specialty_id,size_id,ussize_id,width_id,wheel_size_id,head_tube_id,brakes_id,taxle_id,rake_id,width_oo_id,seat_post_diameter_id,bar_bore_diameter_id,design_id,color_id,color_#,material,MaterialDesc,Gender,SpecialTechnology,picture,notes,seller_min_qty, remaining ,release,bottom_braket,cost_price,x_factor,retail_price_net,retail_price_vat,Record,descriptive_name,finish,VAT,currency
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102545,, PLUS ,Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties.,,,,,Regular,,,,,,,,,, BLACK ,501,Carbon,," M, W ",,,,,,,,48.96,2.16,105.74,129.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102546,, PLUS ,Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties.,,,,,Regular,,,,,,,,,, RED ,509,Carbon,," M, W ",,,,,,,,48.96,2.16,105.74,129.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102547,, LIN ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,702,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102548,, LIN ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,704,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102549,, LIN ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,703,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102550,, LIN ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,705,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102551,, LIN ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE LEATHER ,07P2,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102552,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,602,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102553,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,604,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102554,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,603,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102555,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,605,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102556,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, SILVER ,606,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102557,, STAR ,"Microfiber of excellent quality and thickness. ATOP rotary closure system combined with a milimetric caliper closure system. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. Newfiber carbon sole,designed to compete at the highest level, stiff and extremelylight weighted. New LUCK® Carbon-Fiber Midsole; in combination with the newLUCK Carbon-FiberSoles, the LUCK® midsoles allow to reach theperfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Transparent toe cap protection.  Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, RED ,621,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,75.48,2.16,163.11,199.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102558,, VOLTAGE ,,,,,,Regular,,,,,,,,,, BLACK ,901,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102559,, VOLTAGE ,,,,,,Regular,,,,,,,,,, YELLOW ,904,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102560,, VOLTAGE ,,,,,,Regular,,,,,,,,,, ORANGE ,903,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102561,, VOLTAGE ,,,,,,Regular,,,,,,,,,, GREEN ,919,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102562,, VOLTAGE ,,,,,,Regular,,,,,,,,,, BLACK LEATHER ,09P1,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,92.48,2.21,204.10,249.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102563,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,1002,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102564,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK ,1001,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102565,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,1004,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102566,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,1003,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102567,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,1005,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102568,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK - SILVER DET. ,1014,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102569,, LIGHT ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, BLACK - WHITE DET. ,1013,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,105.40,2.17,228.69,279.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102570,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, WHITE ,1102,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102571,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, YELLOW ,1104,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102572,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, ORANGE ,1103,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
Cycling,Shoes,Road,1001000,"Luck Cycling Shoes, SL",1001000,"Luck Cycling Shoes, SL",Luck,1001000101000,102573,, RACER ,"Spearheading the professional LUCK series

This model is entirely manufactured in Spain and has been designed using a selection of high quality materials. It has been introduced as the ultimate shoe since if offers the highest possibilities for adjusting to the morphologic characteristics of each customer (LUCK FITTING-SYSTEM).

New dual structure sole made of carbon fibre LUCK HIGH-END
AIR SOLE STREAM® ventilation system
Entirely manufactured using high density micro-fibres
Dual knob ATOP lacing
On Steam® interior lining that is 100% breathable with silver ion treatment
Anatomical insert with On Steam® lining that is 100% breathable with silver ion treatment
New back end, designed to support the ankle
Carbon-Fiber Midsole.",,,,,Regular,,,,,,,,,, FUXIA ,1105,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,,,112.88,2.17,245.08,299.00,,,,,EUR
